,player,strengths,weaknesses,overall,Athleticism,Size,Defense,Strength,Quickness,Leadership,JumpShot,NBAReady,Rebounding,Potential,PostSkills,Intangibles,BallHandling,Passing
958,milenko-tepic,"Beginning to established himself as an excellent European player showing solid leadership qualities … Took on a big role with Partizan this year and rose to the challenge … His extraordinary size for a PG, combined with his ability to score with the jumper, make him a tough match up … Rebounds the ball especially well from the PG position … Very consistent for a younger player … He can really shoot the ball as one can see by his 90% FT clip … Very smooth all around game with a good feel and the ability to elevate his teammates play with quality vision and passing ability … Creates mismatches. Uses his size well to see over defenders and also posts up smaller guards well … Doesn’t overpower opponents, but uses the pump fake well to get by his man … Can take the ball off the dribble and finish or drop a dime …","Lacks the aggressiveness to take full advantage of his size and skill combination … He could use a little more poise setting up his teammates as he managed too few assists for his position … Doesn’t hit the three ball with consistency. Has a good shooting form and touch but needs to extend his range: 32% he converted this year. … Not blessed with stand out athleticism … Lack of great foot speed hurts him especially defensively. He does not have good lateral movement, which will be exploited on the NBA level …",86,7,9,6,7,6,7,8,6,,7,,7,8.0,8.0
959,miles-mcbride,"McBride is a scrappy lead guard with excellent scoring ability and underrated athleticism … Tremendous defender, especially on the ball, where he utilizes his huge (6’9) wingspan and lateral speed to make things difficult for opposing lead guards … Has a fearless demeanor and rises to the challenge when it presents itself … A gutsy competitor … Played extremely well when he matched up with likely number one overall pick Cade Cunningham, picking his pocket for a steal and score at one point, and ripping the ball away from him with both hands on a drive … He made numerous plays that showed that he was not intimidated going up against an elite player. He essentially played Cade to a standstill over 80 minutes  … Incorporates a solid floater in his game when driving to the basket when bigger players are impeding him from getting to the basket … Showed very solid improvement from his freshman to sophomore year, including raising his 3-point percentage from 30.4% to 41.4% … Bought into Bob Huggins defensive system and really improved, showing equal effort and energy on both ends of the floor … Very active and aggressive hands … Deceptively bigger than he appears. Has a huge wingspan at 6’8.75 on a 6’1 (barefoot) frame … Standing reach at 8’3.5 is nearly that of a prototypical shooting guard … Uses his size well to finish plays with dunks at the rim … Great anticipation on the defensive end, and often gets to the spot before opposing guards do, making it extremely difficult to initiate the offense against him … Excellent 4.9 to 1.8 assist to turnover ratio … Shows the ability to score around the basket and understands how to use his size to post up smaller guards … Smooth, fluid shooting motion … Knocked down over 41.4% from 3 and 81.3% from the FT line … Very shifty with the ball in his hands, and understands how to use fakes and hesitation to create space … Shows the ability to pull up off the dribble and knock down shots effectively … Likes to back down opposing point guards and utilize a turnaround jumper (as he did against standout defender Davion Mitchell) … Very capable ball handler …","McBride is a hard worker, so don’t bet against him. But at this point his feel for the game needs some improvement … Plays a little sporadic as a floor general and will need to learn to control the tempo of the game and become a better facilitator in order to be a full time starting PG at the next level … Not a great ISO guy … As good as he is laterally, he lacks a great burst off the dribble  … First step is good but not elite … Struggles at blowing by defenders and getting to the rim … 2P% just 43%, he shoots a high volume but low productivity … Transition game needs improvement, decision making must improve as well as his ability to finish … Doesn’t have an elite skill at this point, but does a lot of things well … Body type gives the impression that he is less athletic than he really is … Considered by some as more of a combo guard than a point guard … Doesn’t get much lift on his jumper, which may or may not be so terrible as it helps him to get his shot off more quickly, but limits his ability to shoot over bigger guards … Can be too aggressive at times defensively and gamble for steals, instead of playing sound defense on his man … Needs to gain better consistency from game to game … Deferred a little too much at times, instead of taking over the way he was capable. Some of that may have been due to the system and being a team player … Added core strength. Bulking up his arms and upper body will allow him to play more physical and absorb contact and finish plays at the rim … has the skills and was solid as a sophomore but can improve as a pick and roll facilitator …",94,8,9,8,8,8,8,8,7,,8,,8,7.0,7.0
960,miles-plumlee,"Physical big man with a severely limited skill-set … Excellent all-around athletic tools … Very good jumping ability … Recorded a max vertical leap at the 2012 NBA draft combine of 40.5” … Good, but not elite-level explosiveness … Prototypical size for an NBA center (was recently measured at 6’11.75"" in shoes) … Active offensively … Cuts well, and is receptive to quick passes in the paint … Moves his feet remarkably well for a player his size … Solid touch around the rim … Has a nice hook shot that can be effective against smaller defenders … Is very efficient (shot 61% from the field his senior year) … Knows him limitations and doesn’t make a ton of mistakes … Great rebounder … Creates a lot of put-back opportunities for himself by crashing the offensive glass … Uses his leaping ability and length to tip a lot of rebounds to teammates that would have otherwise been out of reach … Plays with a lot of energy … Good motor … Has interesting role-playing potential …","Limited offensive potential … His underwhelming 6.6 points per game average this season was actually the best of his four-year college career … Doesn’t shoot a ton of free-throws (2.2 free-throws attempted per game), and makes a below-average percentage of the few he does take (63%) … Hasn’t shown a consistent jump shot from anywhere outside of eight feet … Limited move-set in the post, and tends to struggle against bigger players … Aggressive mentality (especially when chasing loose balls) can get him into foul trouble quickly, though he’s managed to cut his foul rate every year since he’s been at school …",86,9,9,7,7,8,6,6,7,8.0,6,6.0,7,,
961,milovan-rakovic,"Very tough and strong prospect coming out of Serbia Straightforward post player … Rakovic is the type of player that loves contact in the low-post Holds his position very well on the court Doesnt mind doing the dirty work in order for his team to win If he creates position down low he will score (doesnt shy away from bigger and stronger defenders) Most of his points are put-backs, dunks (coming off assist or pick-and-roll) and hook shots (likes the two foot jump-stop-hook shot) Offensively he likes playing with his back to the basket and he excels at the pick-and-roll game Possesses solid touch from 15-18 feet (loves to shoot from the elbow) If his defender plays back he won’t hesitate to turn around and shoot or pump-fake and attack the basket Very strong, explosive and athletic player of the floor Rakovics game is basic He knows what he is capable of doing offensively (he doesnt force any shots) Seems to always be in position for rebounds (always active on the glass) Competitive player who wants to win Runs up and down the court well for his size (transitions from offense to defense well) Could develop into a role player in the NBA","Rakovic is very limited player offensively Cant create offense (his game is very simple) He overpowers most of his opponents in Serbian League, but may struggle to do that in the NBA He will have to find his go-too move and work on improving and extending his game offensively His outside shot does not possess consistency and real range Has to be more consistent Lacks ball-handling ability Not much of a passer; he has troubles when he gets double-teamed",87,8,8,6,8,7,6,7,8,9.0,6,7.0,7,,
962,miroslav-raduljica,"Has the physical attributes to be an NBA player Raduljica’s a skilled and mobile player with effective moves on the low-post and a high basketball IQ Has a good offensive understanding, doing a good job of finding teammates when the defense collapses … When he puts his mind to it, he can be highly effective on the offensive end … Likes using his right hand baby-hook shot; and can finish with both hands around the basket Shows solid body control while finishing around the rim Raduljica can also hit mid-range jumpers with very good accuracy Will step out and knock down 15-18 feet jumpers any time he can He is capable of putting the ball on the floor and beating his defender of the dribble He is a decent rebounder; positioning himself well for rebounds due to his body Raduljica possesses excellent footwork on post moves and positioning for rebounds Solid defender; his strength helps him battle against opponents in the paint Runs the court fairly well Good in transition Raduljica has a lot of potential to develop into a solid player",Lack of aggressiveness … Appears to be afraid of contact and attacking the rim Not very stable or consistent defensively Struggles offensively against bigger and stronger opponents. Still need to get stronger and tougher Has to become a more consistent all around player Lack of experience is evident He has to learn how to focus on the court because if he makes one mistake in the game it will inevitably lead to another,87,6,9,7,8,7,6,8,7,7.0,8,8.0,6,,
963,mirza-begic,"With his height and defensive prowess he does a good job of congesting the lane Offensively he understands the value of keeping the ball high Possesses decent hands, soft enough to catch most passes in the post without bobbling them Solid finisher around the basket where he scores a good majority of his points on put-backs, lay-ups or dunks Despite his size Begic is a solid athlete with good coordination and solid mobility Solid runner of the court but is by no means a speedster Defensively he possesses real shot blocking talent as his timing and quick reaction enables him to be disruptive Possesses decent lateral quickness to rotate over as a help defender Has a solid nose for the ball where he does a good job reading where the ball will go on rebounds Has shown the ability to hit the occasional perimeter shot but struggles to make it with regularity Does a very good job of drawling fouls on opposing defenders in the post Post footwork is above average but not exceptional From a potential standpoint Begic has yet to achieve his ceiling but hes getting there",Athletically Begic isnt very quick nor explosive which makes you wonder whether he can defend on the NBA level Even more of a detriment is his lack of body strength Must continue to add weight which may be a concern as his body type suggests this will be difficult Simply struggles to effectively obtain position in the post and keep it without getting rooted out Doesnt convert much after absorbing contact Plays limited minutes for a reason as his below average stamina effects him in games Will struggle to rebound if he doesnt get certain fundamentals down such as boxing out Defensively he remains a little foul prone as he tends to have trouble when guarding physical opponents Remains uncomfortable shooting from the perimeter and must continue to expand his range Has struggled with injuries for much of his career which leaves a doubt about his durability Doesnt read double teams very well and lacks the passing ability to react quickly Back to the basket skills are in need of refinement,85,6,10,7,5,7,6,7,8,7.0,8,7.0,7,,
964,mitch-mcgary,"A bigman who is quick for his size … Possesses a high basketball IQ and can do damage offensively as a playmaker … Not explosive vertically but moves well laterally with good control … Willing to do the dirty work; hustles and seeks ""garbage bucket"" opportunities … Solid finisher around the rim with crafty post moves … A willing passer out of the post … Combined with his soft hands, should have the ability to develop go-to back-to-basket moves long term …  At 6’10"" 255 lbs. has an adequate 7′ wingspan, and a very surprising 8’11.5 standing reach, giving him legitimate center size … Very physical and uses size and strength to his advantage… Can tire out opponents the way he constantly throws his weight around… Appears to be a team player.  Practices with a positive attitude.  This bodes well for him fitting in as a role player in the NBA… Plays with passion and aggressiveness… Still has room for improvement, but did up his free throw percentage from 44% to 68% (although in limited attempts) from freshman to sophomore seasons… Through eight games in his sophomore season, averaged 8.3 boards in just 24.8 minutes… Offensively plays within himself; does not turn the ball over at a high rate (1.2 TO in 20 mpg as a freshman and 1.6 TO in 25 mpg as a sophomore) and takes high percentage shots (60% and 55% during his freshman and sophomore seasons, respectively)…","Simply has not played much basketball at a high level yet. A bit of an unknown in this regard.  Has potential, but other than strong 2013 NCAA Tournament, is unproven … Not explosive; think more Kevin Love than Blake Griffin, athletically … Work ethic and conditioning have been questioned, but hustles hard when on the court … Not known for low block scoring at this point, but has all of the tools to develop go-to moves … The lefty’s face up jumper is often rushed and without solid mechanics; has a lot of room for improvement before he is an effective pick and pop option … Due to aggressive play may be somewhat foul prone … Plays with a great deal of emotion and energy so there is some fear that he can only play at a high level in spurts and may struggle to sustain his level of play throughout an entire 82 game season … Though just a sophomore, he’s the age of a senior, limiting his upside …",89,7,8,7,8,7,7,7,8,8.0,7,8.0,7,,
965,miye-oni,"Has good size for an NBA wing (6’6”, 210 pounds) and has solid quickness as well … He passes the eye test … Pretty explosive to the rim … Able to finish through contact and make tough shots inside … Finishes well with both hands … Shoots with his right hand, but can go left … Handles the ball well with a nice crossover dribble … Capable of bringing the ball up the floor … Does a good job of moving without the ball … Does a solid job of staying in front of his man and hedging screens … Recovers well … Pretty versatile defender, able to guard positions 1-3 … Alert on both ends of the floor … Unselfish … Eager to make the right basketball play (e.g. Drive & kick) … Has good court vision … Smart player … Potential to be a player that contributes in multiple ways (had 12 points, 9 rebounds, & 5 assists against Duke) … Does a good job of getting to the line (79.5% on 5.6 attempts) … Pretty fluid shooting motion … Shows the motivation to improve his game (12.9 points per game as a freshman; 17.9 points per game as a junior) … Overall a pretty polished player. Not considered a project … Should be able to contribute to some extent at the next level right away … Team concept …","Will be 22 in August, so lacks the upside of many of the other draft prospects … Needs to improve his ball security (3.1 assists & 4.0 turnovers per game) … Sometimes makes careless passes … At times can be a bit too unselfish when his team needs him to attack more (10 pts in the first half against Duke; 2 pts in the second half) … Has the ability to go off (29 pts at Miami) … It would be nice to see him do that with a bit more regularity … Needs to improve his ability to finish over length … Could do a better job of defending without fouling (2.9 fouls per game) … Struggled mightily in Yale’s biggest game of the season shooting a dreadful 2-16 for five points in the NCAA tournament versus LSU … So there will be some that question his ability to step up to the limelight and perform well in big games …",89,8,7,7,8,8,7,8,8,,6,,8,7.0,7.0
966,mj-walker,"Walker is a fearless leader with a ton of experience at the college level … He has a smooth shooting stroke and can score on all three levels, but he is most effective from distance at 44% on four attempts per game … He is also shooting over 50% inside the arc on six such attempts per game … Walker has been an impactful scorer in all four seasons for the Seminoles and can take the role of a ball-handler or a spot-up shooter. He will be most comfortable as a shooter at the next level but can adapt as he is needed … Walker is also a valuable leader defensively and keeps his guys organized in a ferocious defensive style for Leonard Hamilton’s team. He averages well over a steal per 40 minutes and plays physical defense at 6’5, 213 pounds … Excellent free-throw shooter at 82% in his senior season … Maintained a starting role in his final three seasons despite an ever-changing lineup utilized by Coach Hamilton … Has become a much smarter defender reducing his fouls per 40 minutes drastically each season … Attacks the glass and is willing to share the ball with his teammates with nearly three rebounds and assists per game … His huge improvement in jump shooting has him climbing up draft boards to be an instant impact 3-and-D player … Has the lateral quickness and strength to defend all kinds of guards and keep them in front of him. He is a defender first, but the shooting improvement is a big step for Walker and will allow him to get chances at the next level …","Walker is one of the oldest players in the draft as he will be turning 23 before the draft comes around … He can play as a point guard but does not create well enough on his own to continue that role consistently at the next level … While he can still play in the role as a shooting guard, he does not have elite size or length … Even as a veteran, Walker is still a little loose with the ball and even averages more turnovers than assists in his final season and in his career as a whole … If he continues to turn the ball over like he has in college, his value will be diminished, and he will not have the time to develop as quickly as he needs to as he is already 23 … Less reliance on ball-handling as a shooting guard should eliminate these turnovers …",91,8,8,8,8,7,8,8,8,,6,,8,7.0,7.0
967,mladen-jeremic,"High quality player that can score from anywhere on the floor (mid-range, 3 points or driving to the basket) His mind is strictly offensive oriented Very good at changing rhythm and direction with the ball in his hands Jeremic can create his own shot using the dribble or driving and pulling up for a jump-shot (likes to use step-back to create space for his shot) or catch and shoot Possesses a quick release on his jump-shot and good mechanics Has a good mid-range game … His outside shooting opens up his ability to drive to the basket or pull up in between (will pump-fake and dribble drive) Jeremic is type of player that you can not leave open Uses screens well to get his shot off Moves well without the ball Jeremic uses his body well to draw contact while driving to the basket Intelligent player that understands the game of basketball and plays with a great attitude Outstanding free-throw shooter Unselfish and coachable player with great attitude on the court Currently, Jeremic is one of the best players on his team","Jermic has to be more efficient and a much better defender He has trouble defending quicker players (they will blow-by him) or bigger SG (they will post him up anytime they can) Can be inconsistent from time to time Also, he has to develop his passing skills and rebounding ability Has to put on 10-15 pounds of muscles and work hard in the weight-room Struggles scoring under pressure Doesnt have athleticism for the 2 in NBA Must prove that he can score against good athletes Sometimes missed shots will affect his game",85,7,6,6,6,7,7,9,7,,7,,8,8.0,7.0
968,mohamed-bamba,"7’0 big man with incredible length (7’9 wingspan and 9’6 standing reach) and big hands. Nobody in NBA Draft Combine history has ever measured at such a wingspan … Good athlete. Well-coordinated. Runs the floor and has a solid level of activity. Good fluidity … Changes the game as a defender and covers a lot of ground. Has the potential to be an elite defender at the highest level. Closes out on shooters … Positions himself well on the defensive end. Blocks and alters everything in the paint, recording 2.3 blocks per game over the Nike EYBL and six blocks per game his senior year at Westtown. Tremendous anchor and help defender. Good defensive anticipations and reactions. Leaves his feet when necessary, doesn’t pick up bad fouls when players try to throw their body at him … Shows a solid foundation for a face up game … Can shoot from midrange pretty consistently. Shows some touch within close with his left hand. Shows a solid foundation for a jump hook that can be a weapon moving forward with proper development … Rebounds everything he can get a hand on. Led the Nike EYBL with 13.9 rebounds per game. Cleans up well around the basket. Keeps the ball high after rebounds, doesn’t allow smaller players to get a hand on it … Intelligent individual off the court … Knows his limits offensively … Doesn’t try to do too much. Doesn’t drift to the perimeter or fall in love with jump shooting. Efficient scorer, shot 63.8% from the field for the Nike EYBL … Plays with tenacity … Constantly tracked by the defense … Good energy level. Stays alert for the pass … Continues to bring it even when he’s not heavily involved with the offense or getting many touches. Makes a big impact without scoring … Plays under control, doesn’t get rushed … Extremely bright kid who got offers from Ivy league schools like Harvard …","Minimal offensive skills … Gets a high majority of his points off simply catching and finishing. Isn’t always involved with the offense or has it run for him. Still has a number of games where he scores in the single digits … Solid athlete, but not overly explosive, which diminishes his ability to some degree as a rim protector … Shows signs of facing up but has a ways to go before becoming a stretch big man … Post game is in its early stages of development. Lacks muscle memory on jump hooks … Has room to get stronger … Needs to further develop his feel for the game … Rarely makes progress when he puts the ball on the floor. Doesn’t handle double teams well …",96,7,10,9,7,7,8,7,7,9.0,9,7.0,9,,
969,monte-morris,"The undisputed king of collegiate assist to turnover ratio enters the 2017 draft as an extremely experienced and high level floor general … Monte Morris’ ability to play big time minutes, and not turn the ball over is an obvious value at any level … His senior season in Ames he sported a 5.16 A/To ratio, his best at ISU … Morris’ offensive IQ is extremely high, and his ball handling, while not overtly flashy, is also well above average … He’s adept at using screens, penetrating the lane, and executing a fast break to perfection, which are translatable at any level … Monte is also a very good shooter … He’s never shot below .358% on 3s in college, and as a senior, he nailed .378% on 4.1 attempts per contest … He’s also a very good free throw shooter, and has a very good intuition in regards to shot selection … Morris can pull up off the dribble in the mid-range as well, and this again is utilized effectively due to his knowledge of spacing … Athletically, he’s quick and has good end to end speed with or without the ball in his hands … While lean, Morris stands 6’3’’ in shoes, and measures a solid 6’5’’ wingspan … He definitely possesses adequate size to guard the majority of NBA point guards … Monte’s defensive skills include quick hands, and good instinct in the passing lanes … Finishing at the rim was not a problem for him either at the college level … His 65% clip at the rim (according to hoop-math.com) is extremely good for a point guard … Plus, he has some room to fill out in terms of muscle mass … He used this length rather nicely on the glass where he pulled down 4.8 boards per contest, which is good for a point guard …","One pretty obvious weakness for Morris will be his slight 175 pound frame … For him to maximize his NBA potential he’ll need to fill out in order to compete with physical, strong NBA backcourts … He’s also a solid athlete, but at the next level, he’s going to give up athleticism on a nightly basis … He has the IQ to mitigate some of this, but it’s still a deficit … I feel Morris’ main issue in the NBA will be improving his scoring, and/or finding a niche in the NBA … It’s a luxury that he can be so efficient running an offense, but does not screwing up really warrant NBA minutes? Further honing his 3 point shot to become a 40+% shooter would also help his cause, this is very do-able because of his good mechanics … Since he most likely won’t be hanging his hat on the defensive end, he’ll need to up his game … He’ll turn 23 before his first NBA game, so he’ll need to figure out his NBA niche fairly quick or risk teams giving that roster spot to a guy they feel has a higher ceiling …",88,6,8,7,6,7,8,8,8,,6,,8,8.0,8.0
970,montrezl-harrell,"Montrezl Harrell established himself as a true dunk machine during his tenure at Louisville, and an absolute monster around the rim … His 7’3” wingspan, strength and ferocious attitude allow him to wreak havoc on the glass at the NCAA level … His 3.2 offensive rebounds per game, and 9.2 total rebounds are both very good numbers for a power forward, and despite being around 6’7.5”, he has a reported 8’11” standing reach, which is adequate for his position in the NBA … His 43 put backs are a great example of how active he is around the rim … Harrell is also a quick leaper, and looks to have a frame that will allow him to add more muscle without slowing him down too much … He’s also a solid weak side shot blocker, and can hold his ground when being posted up, although he probably won’t be much of a one on one shot blocking threat once he hits the NBA … He has shown great improvement in his mid-range game since his freshman year … Although not a great shooter yet, he went from a 24.4% shooter on two point jumpers in 12-13, to a 36.8% shooter on two point jumpers in 13-14, and maintained that clip his junior year … His range is really in that 10 foot spot, but this development does show some signs of potential as a pick and pop player, while already possessing the qualities of a solid roll man … Harrell has also become a smarter player in his stint at Louisville … He now has pretty good vision in the high post, passes well out of double teams, and his feel for the game is much better than it was during his freshman campaign … Extremely vocal, loves to express himself on the floor and does so in a high energy fashion …","Montrezl is a power forward through and through, but his height leaves a little to be desired, and he has even explored the idea of becoming a SF while at Louisville … His wingspan and toughness does a lot to make this less of an issue, but his standing reach is still in a solid range for an NBA power forward … It’s safe to say, despite his physicality, many NBA big men will have no trouble shooting over him or posting him up in one on one situations … It’s unclear what kind of offensive game Harrell will have at the NBA level … His emerging jumper is a nice sign, but it’s still not really a selling point, at least, not yet … A poor free throw shooter, he hit just 59.7% of his shots at the charity stripe in 2014-15, and it was a career high … A likely garbage man on offense, despite the fact he hit a few 3 pointers as a junior, it’s not a shot you want him to take … He’s still better off doing what he can do around the rim, rather than trying to prove to NBA teams he can be a perimeter offensive threat as a rookie … Embracing his game, and what he does best will be key in his rookie season, and beyond.",92,9,8,7,9,7,7,7,8,8.0,8,6.0,8,,
971,moritz-wagner,"A protoypical pick-and-pop big man, Wagner has a great combination of size and skill … Shot 39% from 3 his last year at UM, a great number for a 6’11"" guy … Crafty scorer who can get open looks and get creative both around the rim and on the perimeter … Faceup 4 with decent handles and a really good first step at 6’11""… Runs the floor well in transition, creating a lot of opportunities at the rim in those situations … Efficient player who shot 53% or better each year of college … Patient inside with a variety of post moves … Quick hands that allow him to strip the ball when playing help defense … Good feel for the game, provides leadership and instinctiveness on the floor … Shows a lot of determination … Not a great athlete but has shown the ability to hold his own when isolated on the perimeter against Big Ten guards … Good hands and pick-and-pop threat make him ideal pick-and-roll big … Deadly spin move when finishing at the rim …","What may have worked with his faceup game in college will likely be much more easily neutralized in the pros as defenders are quicker and longer … Not a great rim protector and not really athletic or quick enough to defend the 4 either … May be neutralized to merely a stretch big at the next level … Average rebounder for a 6’11"" guy … Does not project to offer a lot of versatility at the next level besides being a big guy who can shoot and occasionally score inside … For a 40% 3point shooter, he surprisingly struggles from the FT line at below 70% …",90,7,8,7,8,6,8,8,8,8.0,7,7.0,8,,
972,morris-almond,"Almond possesses an NBA ready body capable of handling contact Explosive and crafty scorer who can put up big points in a matter of minutes Has legit NBA three point range Does a great job of utilizing the mid-range on his pull-up jumper Excellent rebounder who makes a great impact on the glass thanks to his long arms and awareness Basketball IQ is very advanced, understands the games nuances Despite his scoring mentality, Almond remains unselfish as he continually looks for open teammates Moves extremely well without the ball, usually gets open by working of screens and picks When slashing to the basket, he has no problem converting due to his body control and strength Shows a good post up game to take advantage of mismatches Because of his scoring prowess, Almond constantly looks to attack his defenders and draw fouls Superior free throw shooter Finishes well after contact due to his body strength Defensively he does a solid job of playing the passing lanes for easy steals Underrated athlete who may not make breath taking plays but certainty isnt below average","While an unselfish player at times, Almond will force passes into the post resulting in most of his turnovers Ball handling remains an issue of concern, while decent he can be uncomfortable when pressure is applied Opposing teams have adopted the philosophy of defending him by being very physical. While he doesnt back down its not unusual for him to need a period of adjustment Must approach the game consistently with toughness and the killer instinct to dominate Defensively Almond would benefit by playing defense with the same intensity that he uses on offense While greatly improved from last year, Almonds jumpshot can go through periods of streakiness Due to his teams personnel there are times where he will force shot out of shear frustration Would benefit greatly by working on his overall quickness and foot speed (plyometrics etc.)",90,7,8,7,8,7,8,8,8,,7,,8,7.0,7.0
973,morris-peterson,Excellent athlete. Silky shot. Great hops. Has a flare for the dramatic as seen with his dunk over Ken Johnson. Showed great leadership leading the team to a strong start with Cleaves out early.,Must improve his ball handling skills to play the 2. Ballhandling and passing need improvement. (Better shooter but less handles then Maggette.),93,9,7,8,8,8,8,9,9,,8,,8,6.0,5.0
974,moses-brown,"Has NBA size for a center (7’1”, 245 pounds) … Putting up solid numbers for a freshman (12.4 points & 9.8 rebounds per game) … Moves well for his size … Runs the floor well in transition … Aggressive on the boards … Does a good job using his size and body to clear space and grab rebounds … Does a good job of protecting the rim (2.6 blocks per game) … Pretty alert on defense and does a good job of defending without fouling (2.0 personal fouls per game) … Throws it down with ease inside. Very difficult to stop when given a clean look … While most of his buckets do come inside the paint, his field goal percentage (65.8%) is outstanding … He knows his limitations and doesn’t take very many bad shots … Attacks the rim with aggressiveness … Smart kid who shows upside if he stays focused …","Still figuring out his body … Needs to get stronger and more explosive … Sometimes struggles to establish position on both ends of the floor … Still very raw offensively … Needs to develop a repertoire of moves inside (e.g. jump hooks) … Shooting form needs a lot of work. Free throws are atrocious (36.4%). He really needs to work on fixing his form … Uses his entire body instead of just focusing on bending his knees and follow through. He flicks his wrist in a very weird way. Almost sideways …. He does the vast majority of his scoring inside the paint … While he defends well in the paint, he needs to improve his perimeter defense … Has a tough time guarding stretch bigs …",88,7,9,8,7,7,7,6,6,8.0,9,7.0,7,,
975,moses-kingsley,"Kingsley is a player that looks the part of an NBA blue collar big man … Standing at 6’10"", with a 7’2"" wingspan, he possesses size that is not teachable … Physical tools give him intriguing potential …  He is at his best in the paint on both ends of the floor … Explosive athlete, which he uses to finish around the basket … Highly efficient at scoring garbage baskets, or off plays that aren’t designed for him … Has even shown some ability to handle the ball and the body control to get through opponents and finish on the break … Likes physical contact and plays with toughness … Monster on the offensive boards … Rebounds very well, particularly outside of his area … Has a strong defensive presence …  Combines length with great awareness and timing to block and change shots in the paint. 2.4 shot blocks per game in 30 minutes … Great feet. Excellent lateral speed … Can hold his own on the perimeter defending guards … Three years in college has given him a solid feel for where to be defensively and improved his skill level considerably … Shows a hunger to learn and plays with great energy and determination …","Still somewhat new to the game (6 years of competitive ball) and his feel is affected slightly … Scoring ability and offensive skill set remains limited … Does not have much of a post game … Questionable touch on his shot … Misses too many easy put backs and shots close to the rim … Has an unnecessary hitch in his form that causes inconsistency in his shot. Also should focus on better follow through … Poor free throw shooter, who has never shot better than 65 percent in a season … Not particularly fluid running, sort of lumbers up and down the court with an uncoordinated looking gait, though not slow … Can be mistake prone for stretches of play … Has had a knack for picking up early and unnecessary fouls throughout his career … Plays with high intensity and a high motor, but can at times seem reckless or rushed … Definitely more of a developmental type of draft pick at the moment, though he is showing flashes of proficiency …",89,8,8,8,8,7,7,7,7,8.0,7,6.0,8,,
976,moses-moody,"Good size for a wing with a frame that should be able to add strength and muscle … Excellent length with a 7-foot wingspan … Comfortable shooting off the catch or on 1 and 2 dribble pull ups … Excellent feel for the game – Has instincts that allow him to always seem to be in the right position at the right time … High level understanding of the game, knows how to create spacing for his teammates and find openings in the defense … Looks to capitalize off defenders’ mistakes … Rebounds the ball well for a guard … Uses jab steps very well to create space and read how defenders are guarding him … Is able to shoot effectively even with defenders in his area … Accepts contact and goes up strong when shooting in the paint … Uses opponents’ momentum against them to create opportunities for himself by using pump fakes and jab steps … Runs the floor well in transition and finds a good balance between running to the rim and spotting up for three on the break … Always on balance – on rare instances where he is off balance, he is able to regain his balance before making a move … Works hard on both ends of the court and can be sneaky when finding his way into rebounding position … Excellent anticipation knowing where rebounds will end up … Plays solid position defense … Shoots the ball well from college and NBA three point range …","Doesn’t play with speed/enough athleticism to create his own shots on a routine basis … First step and ability to create offense off the dribble and get to the rim remain a work in progress … May need to rely on team offense and playing with other creators to reach his ceiling … May struggle when NBA athletes crowd him, forcing him to become better at moving without the ball … Lacks explosion, especially on his first step, which allows defenders to stay in front of him with regularity … Many scoring opportunities for him at Arkansas came when they used him as a screener – his team will have to scheme him open to get good looks … May struggle when defending very quick or explosive players that can take angles away from him … Had a 1:1 assist to turnover ratio at Arkansas … Doesn’t create a ton of looks for teammates in the half court, but part of that was the way Arkansas used him within their offense …",93,7,8,8,7,7,8,9,8,,8,,8,8.0,7.0
